sentence_A,sentence_B,relatedness_score
Two young kids are playing with a man eating corndogs,"Two toddlers are eating corndogs in a wagon, which is really small",-0.1499999999999999
"Some corndogs are being eaten by two toddlers who are in a wagon, which is really small",Two young kids are eating corndogs,-0.6499999999999999
"Two toddlers are sleeping in a wagon, which is really small",Two young kids are eating corndogs,0.7
Two toddlers are eating on a really small wagon full of corndogs ,Two young kids are eating corndogs,0.0
"Two toddlers are eating corndogs in a wagon, which is really small",Two young kids are eating corndogs,-0.6499999999999999
A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny,-1.0
"A man in a shirt dyed purple is walking away from a man in a black shirt, who is serious",A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,-0.19999999999999996
A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,"A man in a purple shirt is dying another shirt black, which has a man looking at a dog doing a funny face painted on it.",0.0
A man in a pose is being amusedly watched by another man,A man doing a pose is being watched by another man,-0.7999999999999998
A man doing a pose is being watched by another man,There is no man in a pose being watched by another man,-0.3500000000000001
A man is posing to be watched by another man,A man doing a pose is being watched by another man,-0.8999999999999999
A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man in a pose is being amusedly watched by another man,-0.25
A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,There is no man in a pose being watched by another man,-0.30000000000000004
A man is posing to be watched by another man,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,-0.25
A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny,A man doing a pose is being watched by another man,-0.44999999999999996
A man doing a pose is being watched by another man,"A man in a shirt dyed purple is walking away from a man in a black shirt, who is serious",0.10000000000000009
A man doing a pose is being watched by another man,"A man in a purple shirt is dying another shirt black, which has a man looking at a dog doing a funny face painted on it.",0.55
A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man doing a pose is being watched by another man,-0.38250000000000006
A horse is tossing the cowboy wearing pants of blue and red color,The cowboy in blue and red pants is being tossed by a horse,-0.9500000000000002
There is no horse tossing the cowboy in red and blue pants,A horse is tossing the cowboy wearing pants of blue and red color,-0.5
A horse is tossing the cowboy wearing pants of blue and red color,The cowboy is tossing the blue and red pants towards the horse,0.050000000000000044
A man is abruptly falling off a horse on a track laid in the wild,A man is falling off a horse on a track and is laid in the wild,-0.75
A man is falling off a horse on a track and is laid in the wild,A man is getting on a horse on a track laid in the wild,-0.3999999999999999
A man is laying a cover over a wild horse that is falling on the track,A man is falling off a horse on a track and is laid in the wild,0.0
A man is abruptly falling off a horse on a track laid in the wild,A horse is tossing the cowboy wearing pants of blue and red color,-0.19999999999999996
A man is getting on a horse on a track laid in the wild,A horse is tossing the cowboy wearing pants of blue and red color,0.44999999999999996
A horse is tossing the cowboy wearing pants of blue and red color,A man is laying a cover over a wild horse that is falling on the track,0.3999999999999999
The cowboy in blue and red pants is being tossed by a horse,A man is falling off a horse on a track and is laid in the wild,-0.050000000000000044
There is no horse tossing the cowboy in red and blue pants,A man is falling off a horse on a track and is laid in the wild,0.19999999999999996
A man is falling off a horse on a track and is laid in the wild,The cowboy is tossing the blue and red pants towards the horse,0.3999999999999999
A man is falling off a horse on a track and is laid in the wild,A horse is tossing the cowboy wearing pants of blue and red color,0.1499999999999999
An adult is in the amphitheater and is talking seriously to a boy,An adult is in the amphitheater and is talking to a boy,-0.7999999999999998
An adult is in the amphitheater and is talking to a boy,There is no adult in the amphitheater talking to a boy,-0.6499999999999999
A talk about an adult and a boy is given in the amphitheater,An adult is in the amphitheater and is talking to a boy,-0.050000000000000044
"The man and the boy are standing at the bottom of the stairs, which are outdoors","A man and a boy are standing at the bottom of some stairs, which are outdoors",-1.0
"The man and the boy are standing at the bottom of the stairs, which are outdoors","The man and the boy are standing at the top of the stairs, which are outdoors",-0.5499999999999998
"The man and the boy are standing at the bottom of the stairs, which are outdoors",The man is standing outdoor and the boy is falling over the bottom of the stairs,-0.1499999999999999
